Gene	HT_Pvalue	MS_Pvalue	Known_MS_gene	known_HT_gene
MFAP4	0.248	0.162		
SERPINB1	0.248	0.175		
TNK1	0.248	0.183		
GTPBP10	0.248	0.312		
KCNJ10	0.248	0.396		
RAB4A	0.248	0.516		
OSBPL2	0.248	0.663		
SFRP4	0.248	0.801		
PGR	0.248	0.849		
AMIGO3	0.248	0.938		
C2orf48	0.184	0.04012	YES	
MRPS16	0.249	0.01434		
GRM5	0.249	0.04864		
PNO1	0.249	0.07218		
WDR33	0.249	0.08121		
ADAD2	0.249	0.159		
CBX3	0.249	0.407		
ZFAND2A	0.249	0.472		
PDPN	0.249	0.521		
CEACAM19	0.25	0.000393		
COASY	0.25	0.01955		
HOXA5	0.25	0.305		
CEP350	0.25	0.326		
MRPL49	0.25	0.378		
LARP6	0.25	0.382		
OR5D13	0.25	0.425		
PCTK2	0.25	0.483		
ATP4B	0.25	0.571		
LUC7L2	0.25	0.605		
SIGLEC11	0.25	0.661		
FAM129C	0.25	0.749		
PHLDB2	0.251	0.158		
TMEM205	0.251	0.422		
TST	0.251	0.63		
ING3	0.251	0.631		
ZBED4	0.251	0.746		
WFIKKN2	0.251	0.83		
TMIGD2	0.251	0.931		
P4HA1	0.252	0.02082		
TRIM52	0.252	0.122		
MMP20	0.252	0.164		
TMEM16B	0.252	0.231		
HOXA6	0.252	0.327		
RAB3D	0.252	0.382		
TMC6	0.252	0.395		
BCDIN3D	0.252	0.509		
GSTA4	0.252	0.816		
NAGLU	0.253	0.00173		
C14orf50	0.253	0.163		
C13orf28	0.253	0.246		
DNTTIP2	0.253	0.662		
ZBED3	0.253	0.767		
LSM14A	0.253	0.877		
BAIAP2L1	0.253	0.933		
IHPK1	0.253	0.946		
C3orf1	0.254	0.0000001		
PLD5	0.09343	0.04018	YES	
Klkbl4	0.254	0.113		
HSF2BP	0.254	0.149		
FOXN2	0.254	0.164		
EPS15	0.254	0.184		
CYP7A1	0.254	0.278		
RASL10A	0.254	0.288		
CEP70	0.254	0.357		
MPL	0.254	0.405		
SALL4	0.254	0.426		
C14orf145	0.254	0.427		
PHF11	0.254	0.434		
ADD2	0.254	0.577		
AFAP1L1	0.254	0.681		
TDRD1	0.254	0.689		
UTP23	0.254	0.701		
TMF1	0.254	0.76		
CCL15	0.254	0.881		
CCL14	0.254	0.892		
GNL1	0.255	0.0000001		
DNAJC3	0.255	0.06171		
MCF2L2	0.255	0.109		
GNB2L1	0.255	0.183		
BCL3	0.255	0.207		
XYLT1	0.255	0.27		
NKIRAS1	0.255	0.335		
LPP	0.126	0.04025	YES	
CNGA4	0.255	0.452		
MSC	0.255	0.491		
RAD23A	0.255	0.618		
PHF15	0.976	0.04199	YES	
DPM1	0.255	0.714		
GCNT2	0.255	0.762		
SEC24D	0.256	0.01044		
YAP1	0.256	0.07239		
CLIP4	0.256	0.08415		
FOXJ2	0.256	0.156		
RNF213	0.256	0.162		
NR1D2	0.256	0.176		
ADAM2	0.256	0.227		
WEE1	0.256	0.481		
ACTR3	0.256	0.489		
BAAT	0.256	0.669		
CRELD2	0.256	0.72		
CD300LG	0.256	0.745		
SMG1	0.256	0.821		
SERPINB12	0.256	0.913		
OR51B2	0.256	0.957		
SAR1A	0.256	0.981		
PRR3	0.257	0.0000001		
GRAP2	0.827	0.04271	YES	
CBFA2T2	0.257	0.06991		
FERMT3	0.257	0.09882		
LOC402694	0.257	0.113		
GSTA5	0.257	0.202		
CXCL9	0.257	0.253		
MAT1A	0.257	0.463		
FLJ22222	0.257	0.477		
JMJD2B	0.257	0.609		
NDST1	0.257	0.645		
FAM102B	0.257	0.724		
PPM1H	0.257	0.802		
SOX10	0.257	0.877		
VWA2	0.257	0.892		
ERG	0.151	0.04292	YES	
SREBF2	0.258	0.017		
PPP1R15B	0.258	0.0195		
GPATCH3	0.258	0.02605		
ATXN3	0.258	0.05149		
OAF	0.258	0.115		
OR11A1	0.258	0.159		
DNAL1	0.258	0.217		
LAIR2	0.258	0.287		
GPC6	0.258	0.315		
SPHAR	0.258	0.37		
LOC100131897	0.258	0.392		
UBA5	0.258	0.479		
SRrp35	0.258	0.576		
SLC1A5	0.258	0.603		
RACGAP1	0.258	0.668		
PRUNE2	0.258	0.726		
EID2	0.258	0.833		
POLR2F	0.258	0.87		
C3orf64	0.258	0.904		
MKNK1	0.258	0.956		
AUH	0.259	0.0048		
AFF1	0.272	0.04601	YES	
MRPS5	0.259	0.09492		
HBEGF	0.259	0.125		
NPHP3	0.259	0.165		
PNRC1	0.259	0.182		
CD300C	0.259	0.217		
DNAH10	0.259	0.569		
OR52N1	0.259	0.748		
LAMA5	0.259	0.75		
MGC16169	0.259	0.774		
C1QL2	0.259	0.778		
TRIM45	0.505	0.04721	YES	
HTR3C	0.259	0.857		
JAKMIP2	0.259	0.923		
NUDT22	0.26	0.06245		
COG7	0.26	0.09059		
CD300LB	0.26	0.184		
SHF	0.26	0.309		
CDH4	0.26	0.332		
CSRP3	0.26	0.357		
ZNF509	0.26	0.554		
TCP11	0.26	0.617		
SOHLH2	0.26	0.854		
TULP3	0.26	0.972		
GNG12	0.944	0.0473	YES	
CREBL2	0.261	0.06554		
DPEP1	0.261	0.174		
GRB10	0.261	0.23		
HOXA7	0.261	0.319		
ZCWPW2	0.261	0.425		
F5	0.261	0.633		
SERP2	0.261	0.682		
STRN	0.261	0.83		
FMO4	0.261	0.899		
TREH	0.536	0.05033	YES	
CEACAM16	0.262	0.01303		
C16orf88	0.262	0.09369		
ELA3B	0.262	0.135		
TMEM95	0.262	0.163		
RAB31	0.262	0.31		
ZNF99	0.262	0.459		
TIE1	0.262	0.482		
FAM115A	0.262	0.81		
ANXA4	0.657	0.05051	YES	
ZNF250	0.262	0.869		
GMPPB	0.262	0.93		
UACA	0.262	0.947		
C10orf79	0.262	0.998		
SUMF2	0.263	0.000262		
UBL5	0.263	0.102		
C2CD2	0.263	0.10345		
RAP1GAP	0.263	0.168		
DUOX1	0.263	0.285		
NAT12	0.263	0.287		
GRK1	0.263	0.323		
OSBPL6	0.366	0.05061	YES	
C2orf18	0.263	0.524		
OXNAD1	0.747	0.05141	YES	
IFLTD1	0.263	0.598		
NHLRC1	0.263	0.651		
AIFM2	0.263	0.781		
TBC1D9B	0.263	0.791		
TYSND1	0.263	0.823		
LMBR1	0.263	0.867		
PTGER3	0.263	0.907		
METTL1	0.264	0.000003		
TSGA10IP	0.264	0.000269		
CLCN6	0.126	0.05191	YES	
C2orf63	0.264	0.263		
FBP2	0.264	0.346		
CRIPAK	0.264	0.358		
FBXO34	0.264	0.412		
TBC1D1	0.352	0.05387	YES	
RPUSD4	0.264	0.661		
KCTD17	0.264	0.731		
OR52N5	0.264	0.769		
DLL3	0.264	0.915		
SHD	0.264	0.949		
SPRED2	0.98	0.05424	YES	
TMEM120B	0.265	0.0222		
ATP6V1C2	0.265	0.03865		
CA10	0.265	0.08954		
TATDN3	0.265	0.145		
SH2D1B	0.265	0.184		
SCGB1D4	0.265	0.243		
FCF1	0.265	0.516		
MAML2	0.265	0.536		
ZC3H13	0.265	0.542		
MPST	0.265	0.639		
AQP6	0.265	0.645		
SRP9	0.266	0.0041		
PDIA6	0.266	0.02641		
LPIN3	0.266	0.03711		
GPN2	0.266	0.06384		
C19orf28	0.266	0.288		
HMG20B	0.266	0.333		
CENTD1	0.266	0.419		
EMP2	0.266	0.51		
SCNN1B	0.266	0.57		
ACCN2	0.266	0.59		
CSH2	0.266	0.605		
CABIN1	0.266	0.738		
ITSN1	0.266	0.967		
STK11IP	0.266	0.993		
HSF4	0.266	0.994		
TGFBR3	0.345	0.05441	YES	
C12orf62	0.267	0.351		
DNMT3B	0.267	0.355		
STRN4	0.267	0.377		
ATP2B4	0.267	0.412		
FBXL10	0.267	0.55		
ODF1	0.267	0.582		
CEP290	0.267	0.604		
OTUD6B	0.267	0.631		
PCSK9	0.267	0.702		
DYRK1B	0.267	0.724		
APOB	0.267	0.746		
TMEM49	0.268	0.000031		
ITGA1	0.268	0.215		
FAAH	0.268	0.226		
MAGEF1	0.268	0.308		
EPB41L5	0.268	0.399		
MS4A5	0.268	0.432		
CDC14A	0.268	0.523		
WIPI1	0.268	0.57		
POLR3G	0.268	0.585		
TMEM55B	0.269	0.111		
NUP205	0.269	0.125		
PEX14	0.269	0.138		
TRIM2	0.547	0.05566	YES	
ADD1	0.269	0.287		
FKRP	0.269	0.36		
HINT3	0.269	0.66		
TET3	0.148	0.05677	YES	
NEK9	0.269	0.855		
EID2B	0.269	0.871		
COL9A1	0.269	0.963		
PTPLA	0.269	0.995		
L1TD1	0.269	1		
NR0B2	0.27	0.01823		
IQCK	0.27	0.02199		
TBL2	0.27	0.04225		
C9orf97	0.27	0.169		
LOC100137047-PLA2G4B	0.27	0.191		
APBA2	0.27	0.193		
UNG	0.27	0.293		
C10orf10	0.27	0.338		
ZNF282	0.27	0.434		
PLCB3	0.114	0.05695	YES	
ARMS2	0.27	0.714		
ANAPC13	0.27	0.748		
RPS21	0.27	0.772		
IFNAR1	0.271	0.04183		
PNMA1	0.271	0.193		
GTPBP3	0.271	0.221		
UNC13A	0.271	0.232		
CCL26	0.271	0.326		
C1orf32	0.271	0.328		
SLCO5A1	0.271	0.442		
SLC9A3	0.439	0.05727	YES	
RAB27B	0.271	0.672		
VEGFB	0.257	0.05731	YES	
TP53RK	0.272	0.02837		
PLCG1	0.272	0.0377		
ADAMTS6	0.01271	0.05771	YES	
MAPKBP1	0.272	0.133		
C17orf77	0.272	0.428		
C14orf178	0.272	0.506		
RAN	0.272	0.535		
SPRYD3	0.272	0.586		
SCN3B	0.272	0.699		
DHX57	0.272	0.839		
C10orf67	0.272	0.974		
FAM119B	0.273	0.000005		
CYP1A1	0.273	0.000245		
GDPD5	0.273	0.05473		
TRPV1	0.273	0.07585		
GIPC3	0.273	0.346		
ZZEF1	0.273	0.411		
TENC1	0.273	0.483		
EIF4B	0.273	0.487		
ZMYND8	0.273	0.554		
SLC22A10	0.273	0.688		
PTTG1IP	0.273	0.69		
TACC2	0.273	0.729		
PLRG1	0.273	0.845		
HPSE	0.273	0.902		
9-Mar	0.274	0.0000001		
CST6	0.274	0.000075		
ATP6V0A1	0.274	0.00135		
ITGAX	0.274	0.002478		
LYRM7	0.274	0.00445		
SLC2A10	0.274	0.05099		
PPP1R14B	0.274	0.05213		
APEX1	0.274	0.104		
TBX3	0.274	0.135		
ZNF770	0.274	0.283		
ARID4B	0.274	0.335		
LOC100131439	0.274	0.427		
TBXA2R	0.274	0.437		
USPL1	0.274	0.621		
LGALS13	0.274	0.648		
SSPO	0.274	0.99		
ACSS1	0.275	0.07488		
DNAJC4	0.275	0.07511		
ENTHD1	0.607	0.05934	YES	
PRKDC	0.275	0.123		
PPFIBP2	0.275	0.209		
ATM	0.275	0.239		
ARGFX	0.275	0.246		
ALKBH2	0.275	0.34		
CLASP2	0.275	0.45		
RASSF8	0.275	0.459		
FBL	0.275	0.56		
COMMD5	0.275	0.817		
SERPINA4	0.275	0.931		
TMEM208	0.275	0.997		
PHKG1	0.276	0.000285		
INSL6	0.276	0.01117		
CHMP1A	0.276	0.167		
LYPLA3	0.276	0.206		
ACSM3	0.276	0.245		
SFMBT1	0.276	0.273		
LOC643007	0.276	0.273		
HSPA9	0.276	0.313		
ALG12	0.276	0.762		
CCL23	0.276	0.797		
FOXRED2	0.276	0.799		
EXOC4	0.276	0.816		
MYPN	0.276	0.972		
CDK4	0.277	0.000001		
ESRRG	0.127	0.06006	YES	
FAM82A1	0.979	0.06032	YES	
PLA2G4B	0.277	0.294		
HOMER1	0.277	0.399		
FAM160A2	0.277	0.399		
USP30	0.277	0.427		
OSGIN2	0.277	0.437		
PGS1	0.277	0.592		
C15orf37	0.277	0.697		
MTHFR	0.115	0.06194	YES	
GBP5	0.277	0.823		
SLC2A11	0.277	0.943		
TEAD2	0.278	0.000008		
PPP1R10	0.278	0.00006		
MLXIPL	0.278	0.0089		
MAP2K4	0.278	0.183		
CD1D	0.278	0.332		
SLC34A2	0.278	0.424		
MTHFS	0.278	0.457		
GABRR2	0.278	0.668		
HTRA1	0.278	0.696		
ZNF146	0.278	0.702		
C10orf137	0.278	0.752		
TOX2	0.843	0.06368	YES	
ELMO2	0.278	0.765		
ACSS2	0.278	0.793		
FOSL2	0.279	0.03816		
NDUFB1	0.279	0.06146		
ADH1C	0.279	0.139		
PFDN1	0.279	0.164		
PARK7	0.279	0.193		
ABCC5	0.279	0.445		
FCGBP	0.279	0.525		
STIM1	0.279	0.545		
FEN1	0.279	0.555		
CADM3	0.279	0.598		
RTKN2	0.279	0.731		
KRT39	0.279	0.934		
EXOC3L	0.279	0.997		
LRRC29	0.279	0.999		
POLS	0.28	0.00471		
HIST1H4B	0.28	0.02133		
LOC730754	0.28	0.04434		
ADCY3	0.04483	0.06425	YES	
MRPL39	0.28	0.349		
C6orf223	0.28	0.693		
HSP90AA1	0.28	0.723		
7A5	0.28	0.755		
NAMPT	0.28	0.861		
LRP5	0.28	0.892		
ATOH7	0.28	0.928		
WBSCR22	0.281	0.01185		
FBXO40	0.281	0.03828		
FKBP2	0.281	0.05355		
ARL11	0.281	0.124		
KRT36	0.281	0.127		
OR5H2	0.281	0.128		
C21orf70	0.281	0.181		
N6AMT1	0.281	0.215		
GAS2	0.281	0.316		
SYNPO2	0.281	0.398		
C13orf27	0.281	0.445		
SFRS4	0.281	0.507		
TMEM55A	0.281	0.575		
YLPM1	0.281	0.587		
BSND	0.281	0.691		
C22orf23	0.281	0.849		
FBXL8	0.281	0.998		
LCA5L	0.282	0.09361		
OSGEP	0.282	0.09742		
ZNF497	0.282	0.141		
CTSA	0.282	0.194		
EXOD1	0.282	0.285		
CAPZA2	0.282	0.408		
C9orf135	0.282	0.519		
TNFRSF10D	0.282	0.561		
RAD54B	0.282	0.565		
SLC7A1	0.282	0.681		
FGFR1OP	0.282	0.722		
C22orf33	0.282	0.729		
ERCC8	0.965	0.06452	YES	
ATP12A	0.282	0.878		
BANF1	0.283	0.000038		
ADAMTS5	0.283	0.178		
NCK2	0.119	0.06747	YES	
BBS5	0.283	0.578		
CHMP7	0.283	0.624		
ZNF565	0.283	0.748		
CLDN3	0.283	0.774		
RDM1	0.283	0.92		
C6orf167	0.283	0.943		
C3orf67	0.283	0.987		
CHMP1B	0.283	0.99		
MGC4655	0.283	0.996		
TMEM44	0.284	0.04919		
ATXN1	0.435	0.06962	YES	
KIAA1026	0.284	0.314		
TP53INP1	0.284	0.398		
C7orf27	0.284	0.652		
TMEM61	0.284	0.667		
ANKRD43	0.284	0.749		
CCDC94	0.284	0.874		
TBPL2	0.284	0.886		
ITPR3	0.285	0.000002		
VCAM1	0.285	0.000756		
FAM45A	0.285	0.01536		
CARS	0.285	0.03383		
TRPT1	0.285	0.07713		
RNF217	0.285	0.151		
LDLR	0.285	0.151		
ELA3A	0.285	0.203		
MTERFD2	0.285	0.351		
TMPRSS12	0.285	0.361		
TUBGCP4	0.285	0.42		
LRRC17	0.285	0.454		
HDAC2	0.285	0.522		
SOCS3	0.285	0.641		
C17orf67	0.285	0.702		
CENTG1	0.286	0.000003		
SLC15A3	0.286	0.04819		
WWP1	0.286	0.07581		
AGXT	0.286	0.07602		
C22orf24	0.286	0.286		
TRPC7	0.286	0.292		
PRPF40A	0.286	0.351		
KCNJ16	0.286	0.357		
AZIN1	0.286	0.425		
DGCR8	0.286	0.46		
DPYS	0.286	0.567		
ANGEL1	0.286	0.617		
LYZL1	0.286	0.683		
FLJ37543	0.286	0.685		
CYP4B1	0.286	0.712		
DCN	0.286	0.83		
BAZ1A	0.286	0.944		
TAX1BP3	0.287	0.104		
JMJD7	0.287	0.154		
DPPA4	0.371	0.07001	YES	
MGC50559	0.287	0.247		
SERPIND1	0.287	0.29		
PIK3R1	0.287	0.517		
RAB40B	0.287	0.534		
AGR3	0.287	0.681		
LHX5	0.287	0.745		
HLA-DOA	0.288	0.0000001		
NLN	0.486	0.07328	YES	
IMPACT	0.288	0.912		
SLC1A4	0.597	0.07358	YES	
HIP1	0.289	0.101		
MAPKAPK5	0.289	0.142		
NPAT	0.289	0.143		
BTF3	0.289	0.196		
DCLK1	0.289	0.233		
NCBP1	0.289	0.276		
SPP2	0.289	0.293		
GCAT	0.289	0.475		
INADL	0.289	0.945		
DYNC1LI1	0.29	0.10207		
SHPK	0.29	0.117		
THUMPD1	0.29	0.153		
ADAM10	0.29	0.2		
CD5L	0.589	0.07724	YES	
ZNF398	0.29	0.39		
FLJ22662	0.29	0.425		
RANBP1	0.29	0.515		
GADD45GIP1	0.29	0.613		
SLC26A7	0.29	0.63		
TUBB2B	0.29	0.653		
CTNNAL1	0.29	0.716		
SYCP3	0.29	0.875		
IL1F7	0.29	0.879		
ENTPD5	0.291	0.154		
UBE2J1	0.291	0.564		
RASAL1	0.291	0.593		
ZNF136	0.291	0.614		
TMEM200B	0.291	0.62		
FADS1	0.291	0.674		
TNNI1	0.291	0.764		
LUM	0.291	0.908		
SACS	0.291	1		
TRIM38	0.292	0.01479		
FAM45B	0.292	0.01516		
RG9MTD1	0.292	0.02637		
CD2	0.292	0.04127		
RHEBL1	0.292	0.293		
SLC25A27	0.292	0.321		
SDC2	0.292	0.325		
GKN1	0.292	0.374		
MEFV	0.292	0.378		
PXK	0.731	0.0802	YES	
NTNG1	0.292	0.605		
ZC3HC1	0.292	0.817		
PEX13	0.293	0.001132		
SLC27A2	0.293	0.02583		
ZNF184	0.293	0.06133		
TRAPPC6A	0.293	0.06761		
SEMG2	0.293	0.383		
PLA2G2A	0.293	0.496		
FBXL13	0.293	0.511		
ZDHHC8	0.293	0.527		
RNF216	0.293	0.714		
POP2	0.293	0.823		
EIF1AD	0.294	0.000095		
DOCK10	0.391	0.08206	YES	
ZHX3	0.294	0.02827		
PCNP	0.294	0.04436		
TMPRSS2	0.294	0.05769		
MPND	0.294	0.06347		
EPHA5	0.294	0.146		
PPP1R13B	0.294	0.182		
AKR1C1	0.294	0.189		
AKR1C2	0.294	0.237		
GPR137C	0.294	0.341		
NME1-NME2	0.294	0.514		
TAS2R49	0.294	0.586		
VASH1	0.294	0.728		
BCL2L2	0.294	0.735		
UPK1B	0.294	0.957		
GJB7	0.295	0.00507		
SIDT1	0.01034	0.08254	YES	
SLC2A1	0.295	0.06249		
PDLIM4	0.295	0.11393		
POU2F1	0.295	0.137		
MAL	0.295	0.3		
VLDLR	0.295	0.524		
RPS19	0.295	0.598		
NUDT3	0.295	0.606		
HLF	0.295	0.747		
UBR4	0.295	0.843		
LOC51233	0.295	0.859		
MIF	0.295	0.864		
TRADD	0.295	0.995		
GNAO1	0.296	0.176		
YWHAH	0.296	0.278		
SLC8A1	0.807	0.08414	YES	
FN1	0.296	0.306		
LASS5	0.296	0.311		
MLL2	0.296	0.322		
OR9I1	0.296	0.344		
APH1B	0.296	0.359		
LGLL338	0.296	0.374		
GALR3	0.296	0.609		
REN	0.296	0.667		
PSD3	0.296	0.863		
HIST1H3A	0.297	0.0221		
SMU1	0.297	0.05293		
WDR37	0.297	0.08507		
CASC4	0.297	0.1073		
COQ6	0.297	0.128		
DCT	0.297	0.166		
HS3ST4	0.297	0.293		
FAM63B	0.297	0.396		
CALR	0.297	0.572		
HOMEZ	0.297	0.931		
ATAD2B	0.298	0.00375		
PIN1	0.298	0.108		
EXT1	0.298	0.289		
QSOX1	0.298	0.331		
DDX10	0.298	0.376		
TAS2R38	0.298	0.577		
COL6A3	0.298	0.708		
RASAL2	0.275	0.08445	YES	
EML4	0.298	0.738		
LGR5	0.298	0.927		
OTX1	0.833	0.08459	YES	
PILRA	0.299	0.297		
RPS11	0.299	0.328		
MFF	0.299	0.464		
ANKRD54	0.299	0.515		
COTL1	0.299	0.613		
SEPSECS	0.299	0.908		
OASL	0.299	0.947		
LYZL6	0.299	0.947		
COX5B	0.299	0.981		
NOL3	0.299	0.997		
CSK	0.3	0.000936		
STAT5B	0.3	0.03492		
JPH3	0.3	0.06994		
NP	0.3	0.10341		
TMEM93	0.3	0.11517		
ANKRD30A	0.3	0.117		
TRIM72	0.3	0.157		
TDRD6	0.3	0.203		
MYCN	0.3	0.4		
SNED1	0.3	0.446		
C11orf9	0.3	0.683		
CABLES2	0.3	0.75		
GLTSCR1	0.3	0.79		
CRADD	0.3	0.803		
SCYE1	0.3	0.911		
FETUB	0.301	0.03745		
TMC7	0.301	0.04075		
GSG1	0.301	0.119		
CAPZB	0.301	0.13		
CUL5	0.301	0.163		
EDNRA	0.301	0.181		
OLFM2	0.301	0.181		
KIF5B	0.301	0.195		
CD84	0.924	0.08918	YES	
PRF1	0.301	0.675		
ARPC5	0.301	0.949		
SERPINB11	0.301	0.953		
LOC653319	0.301	0.997		
DDEFL1	0.302	0.01627		
TMEM109	0.302	0.01791		
HIST1H4A	0.302	0.02227		
MUC16	0.302	0.04314		
BCL7B	0.302	0.0481		
MDM4	0.302	0.10072		
TCF7L2	0.302	0.134		
PSEN1	0.302	0.141		
CCDC121	0.302	0.226		
OTUB2	0.302	0.24		
ZNF837	0.302	0.26		
TSGA13	0.302	0.43		
NME2	0.302	0.474		
NSFL1C	0.302	0.635		
PREP	0.302	0.676		
B2M	0.302	0.743		
S1PR4	0.302	0.818		
ZDHHC13	0.302	0.819		
GRB7	0.152	0.09081	YES	
BCAT2	0.303	0.01137		
CBX7	0.303	0.09146		
HTR2A	0.303	0.149		
PLAC9	0.303	0.474		
ATP10D	0.303	0.575		
KIAA1715	0.303	0.58		
RBM34	0.303	0.746		
GALNT5	0.303	0.828		
SLC30A6	0.303	0.844		
GRIK3	0.303	0.849		
CATSPER4	0.303	0.972		
ELMO3	0.303	0.995		
LY6G6D	0.304	0.0000001		
ADAMTS7	0.304	0.0254		
SEZ6L2	0.304	0.03302		
BMP8B	0.304	0.08544		
FAM161B	0.304	0.127		
PI4KA	0.304	0.219		
FAM125B	0.304	0.236		
IMP4	0.304	0.505		
EIF3EIP	0.304	0.557		
COG8	0.304	0.739		
NIP7	0.304	0.777		
ZBTB7C	0.304	0.937		
BMPR1B	0.305	0.04135		
PPAP2A	0.305	0.336		
TAS2R50	0.305	0.478		
PTHLH	0.305	0.624		
C13orf30	0.305	0.641		
COL1A2	0.305	0.689		
KIAA0317	0.305	0.692		
ELF5	0.305	0.737		
FRAP1	0.305	0.792		
HHAT	0.305	0.984		
GTF3C4	0.306	0.01641		
TUBB6	0.306	0.101		
CHEK1	0.306	0.141		
C6orf150	0.306	0.181		
DHH	0.306	0.459		
C16orf62	0.306	0.519		
OR1F1	0.306	0.572		
FASTKD1	0.306	0.625		
ZNF512B	0.306	0.789		
FHOD1	0.306	1		
CATSPER1	0.307	0.000072		
VANGL2	0.741	0.0909	YES	
SNX9	0.307	0.01757		
CDIPT	0.307	0.117		
TAS2R14	0.307	0.14		
PRH2	0.307	0.142		
C8orf22	0.307	0.184		
RERE	0.307	0.447		
PSMF1	0.307	0.57		
PLEKHO2	0.307	0.64		
SLCO3A1	0.307	0.782		
WRNIP1	0.307	0.885		
FKBP14	0.307	0.95		
PLEKHA8	0.307	0.967		
SLC13A4	0.308	0.125		
ANKRD24	0.308	0.205		
BTN3A1	0.308	0.333		
ST20	0.308	0.566		
PABPN1	0.308	0.768		
MYO1B	0.308	0.824		
ARL3	0.308	0.834		
ZNF560	0.308	0.956		
CYP1A2	0.309	0.000382		
HIST1H2AB	0.309	0.02217		
MYO5B	0.309	0.06599		
4-Mar	0.309	0.155		
GARS	0.309	0.183		
RBM35B	0.309	0.253		
GUCY2C	0.309	0.281		
FGFR1	0.309	0.406		
GPR176	0.309	0.423		
CCDC115	0.309	0.506		
KBTBD10	0.309	0.53		
LIX1	0.309	0.628		
BIN1	0.309	0.702		
STARD4	0.309	0.802		
COL3A1	0.309	0.939		
C16orf70	0.309	0.996		
TMEM132A	0.31	0.01852		
EIF2AK3	0.31	0.02882		
CSRP1	0.31	0.06414		
C2orf54	0.31	0.11		
LOC652968	0.31	0.213		
PAPLN	0.31	0.278		
FERMT2	0.31	0.311		
KIAA1754	0.31	0.324		
UTP20	0.31	0.593		
STXBP1	0.31	0.692		
CYP4V2	0.31	0.861		
RSPH10B-1	0.311	0.10446		
C5orf37	0.311	0.11807		
OPN4	0.311	0.148		
GNG11	0.311	0.325		
SLC16A9	0.311	0.466		
CALCRL	0.311	0.517		
SERINC5	0.951	0.09479	YES	
NFAT5	0.311	0.686		
GSS	0.311	0.788		
PPARD	0.311	0.896		
ACADM	0.311	0.906		
LY6G6C	0.312	0.0000001		
RGS7BP	0.203	0.09898	YES	
ABHD11	0.312	0.07329		
C7orf30	0.312	0.103		
ACRV1	0.312	0.213		
KLHL22	0.312	0.27		
SMARCD1	0.312	0.355		
PILRB	0.312	0.438		
HTF9C	0.312	0.506		
ANKRD26	0.312	0.593		
PI3	0.312	0.635		
IQSEC1	0.299	0.10105	YES	
ZFAT	0.312	0.795		YES
DDX43	0.313	0.03417		
PTPN23	0.313	0.03754		
KIF13A	0.313	0.05677		
GPNMB	0.313	0.116		
MMP16	0.313	0.148		
HERC4	0.313	0.301		
TTC8	0.313	0.303		
GJD2	0.313	0.315		
GSTO2	0.313	0.43		
TYRP1	0.313	0.447		
TEX14	0.313	0.472		
NME1	0.313	0.494		
CCKBR	0.313	0.643		
C19orf21	0.313	0.751		
TNFRSF1B	0.313	0.779		
TMED10	0.313	0.85		
ITGAM	0.314	0.003134		
CANX	0.314	0.119		
PLA2G7	0.314	0.183		
FGF17	0.314	0.55		
KRT33A	0.314	0.639		
ERCC5	0.314	0.723		
CCR9	0.728	0.102	YES	
NCLN	0.314	0.737		
IYD	0.314	0.764		
12-Sep	0.314	0.98		
PITPNM2	0.315	0.000227		
C2orf42	0.315	0.05871		
PTH2R	0.315	0.07863		
OR10G2	0.315	0.105		
AKR1CL2	0.315	0.141		
NDC80	0.315	0.305		
RRP15	0.315	0.4		
GAS7	0.315	0.494		
TXNDC16	0.315	0.529		
RUNDC2A	0.315	0.547		
NPM2	0.315	0.603		
SUCLA2	0.315	0.651		
TBCEL	0.315	0.834		
FAM169B	0.315	0.87		
PCDHGB7	0.316	0.000451		
GCLC	0.316	0.08535		
TFPI2	0.316	0.0968		
MGC57359	0.316	0.168		
STK25	0.316	0.23		
MORC1	0.316	0.246		
CHKA	0.316	0.541		
C11orf10	0.316	0.597		
MPHOSPH1	0.316	0.633		
PRDM12	0.316	0.682		
E2F4	0.316	0.998		
TSPAN31	0.317	0.000001		
SORBS2	0.23	0.103	YES	
CD2AP	0.317	0.06192		
NOLA3	0.317	0.07681		
LILRB4	0.317	0.127		
EXOC6B	0.317	0.138		
CCDC149	0.741	0.10309	YES	
ASXL3	0.317	0.317		
PMS2	0.317	0.34		
UNC5C	0.796	0.10316	YES	
MAST2	0.317	0.403		
TTLL7	0.317	0.674		
BDP1	0.317	0.687		
NUCB2	0.317	0.897		
PRKCI	0.318	0.222		
UPB1	0.318	0.311		
CAPZA3	0.318	0.319		
ETF1	0.318	0.433		
PRPF6	0.318	0.453		
CAPN2	0.318	0.475		
ADRM1	0.318	0.531		
DAD1	0.318	0.648		
BCL11A	0.318	0.794		
OSCAR	0.318	0.924		
GINS3	0.318	0.951		
CSF3R	0.319	0.01009		
STX1A	0.319	0.01806		
PAX5	0.319	0.02318		
VTI1A	0.319	0.189		
C20orf165	0.319	0.22		
9-Sep	0.319	0.503		
FAM168A	0.319	0.583		
C4orf32	0.484	0.104	YES	
TNFSF4	0.319	0.647		
SLC28A3	0.319	0.688		
PGA4	0.319	0.699		
WNT11	0.319	0.761		
NKD1	0.319	0.884		
PCSK6	0.319	0.91		
TFPT	0.319	0.936		
HIST1H1A	0.32	0.03262		
POPDC2	0.32	0.05107		
MMP3	0.32	0.262		
NRF1	0.32	0.406		
RRAGA	0.32	0.442		
